"","kdagur","nuvirdi","teg_eign","svfn","aldur","fjmib","lyfta","ummal","ibm2","fjhaed","fjbkar","fjsturt","fjklos","fjeld","fjherb","fjstof","stig10","bilskurm2","svalm2","geymm2","matssvaedi","undirmatssvaedi","ibteg"
"23539",1028,10.0858091093301,"Ibudareign","Rvk",83,"1","0",46.4,4.05352256770185,"1","1","0","1","1","2","1",10,0,1,2.86789890204411,"25","3","2"
"23540",1063,9.66624507684242,"Ibudareign","Rvk",43,"1","0",92,3.56953269648137,"1","1","0","1","1","2","1",10,0,55,1.56861591791385,"150","24","2"
"23541",1033,10.465956409454,"Ibudareign","Rvk",17,"1","0",69.4,4.81299703319041,"1","1","1","1","1","3","1",10,0,141,2.4423470353692,"180","0","2"
"23542",1033,11.1878737650484,"Einbylishus","Grb",23,"1","0",47.9,5.32007885832955,"2","1","2","2","0","0","0",10,36.6,1,-1.8,"500","0","1"
"23543",1032,10.2882736494359,"Ibudareign","Rvk",16,"1","0",244.4,4.54116485601218,"1","1","0","1","1","2","1",9.6,0,1,1.94591014905531,"110","0","2"
"23544",1054,10.7144177687525,"Einbylishus","Rvk",86,"1","0",30,4.39444915467244,"2","1","1","1","1","3","2",10,0,1,2.32238772029023,"75","0","1"
"23549",1033,10.0813826603772,"Ibudareign","Rvk",70,"1","0",48.9,4.31748811353631,"1","0","1","1","1","2","1",10,0,1,0.470003629245736,"100","0","2"
"23550",1031,10.1253102318829,"Ibudareign","Kop",40,"1","1",113.6,4.4188406077966,"1","0","1","1","1","2","1",10,0,91,1.43508452528932,"320","0","2"
"23554",1028,10.4590379450816,"Ibudareign","Rvk",90,"1","0",28.2,4.3907385752759,"1","0","1","1","1","2","1",10,0,1,3.38099467434464,"90","0","1"
"23555",1028,9.79695968912629,"Ibudareign","Rvk",76,"1","0",30.4,3.83297979808769,"1","0","1","1","1","1","1",10,0,1,-1.8,"90","0","1"
"23556",1027,10.2007362188571,"Ibudareign","Rvk",13,"1","0",91.5,4.54223038621422,"1","0","1","1","1","1","1",10,0,1,-1.8,"270","0","2"
"23557",1038,10.7766828743047,"Einbylishus","Hfj",19,"1","0",50.4,4.88507207112091,"2","0","1","1","1","2","2",10,32.7,158,-1.8,"600","0","1"
"23558",1035,10.3404190274404,"Ibudareign","Rvk",49,"1","0",51,4.38452351487247,"1","1","1","1","1","3","1",10,0,75,-1.8,"280","0","2"
"23559",1031,11.223428413106,"Einbylishus","Kop",19,"1","0",50.2,5.12455904041457,"2","1","1","1","1","3","2",10,32.4,119,2.50959926237837,"340","0","1"
"23560",1041,10.1985051540861,"Ibudareign","Rvk",93,"1","0",40.2,4.0342406381524,"1","0","1","1","1","2","1",10,0,1,1.3609765531356,"20","0","2"
"23561",1032,10.6237634004843,"Ibudareign","Rvk",4,"1","0",117.2,4.56330598188939,"1","0","1","1","1","2","1",10,0,1,1.88706964903238,"90","0","2"
"23562",1032,10.8141424327917,"Radhus","Rvk",75,"1","0",34.2,5.35375207343614,"3","1","1","2","1","6","2",10,0,1,-1.8,"80","2","1"
"23563",1028,10.0775248897424,"Ibudareign","Rvk",86,"1","0",41,3.76815263500844,"1","1","0","1","1","1","1",10,0,1,2.16332302566054,"25","3","2"
"23564",1028,11.0912242619215,"Ibudareign","Rvk",67,"1","0",47,5.07704705961551,"2","1","1","1","1","3","2",10,27.5,18,2.63188884013665,"70","0","2"
"23565",1035,10.4556758246428,"Einbylishus","Kop",62,"1","0",36.7,4.47847253294213,"1","1","0","1","1","2","1",10,30.1,1,2.61006979274201,"320","0","1"
"23566",1028,9.90308747251479,"Ibudareign","Rvk",81,"1","0",41.9,3.90600493310258,"1","1","1","1","1","1","1",10,0,289,2.82137888640921,"20","25","2"
"23567",1026,10.4882139841417,"Ibudareign","Rvk",57,"1","1",141.2,4.69134788222914,"1","0","1","1","1","3","1",10,0,646,-1.8,"100","0","2"
"23568",1028,10.7917491116888,"Radhus","Kop",29,"1","0",42.3,4.98838968514894,"2","1","1","1","1","3","1",10,22.8,466,-1.8,"300","0","1"
"23569",1031,10.4006198491701,"Ibudareign","Kop",58,"1","0",59.5,4.28358656186063,"1","1","0","1","1","2","1",10,22.9,407,1.16315080980568,"300","0","1"
"23570",1032,10.8587297305452,"Ibudareign","Kop",4,"1","1",110.8,4.73180283692146,"1","0","1","1","1","2","1",10,0,14,1.98787434815435,"320","44","2"
"23571",1031,10.5445779894606,"Ibudareign","Grb",18,"1","0",66.8,4.61313835563727,"1","1","0","1","1","3","1",10,0,580,0.993251773010283,"520","0","2"
"23572",1035,10.1838428496014,"Ibudareign","Rvk",35,"1","0",39.9,3.98713047791495,"1","1","0","1","1","1","1",10,0,1,1.84054963339749,"11","0","2"
"23573",1035,10.1533509285497,"Ibudareign","Rvk",35,"1","0",39.9,3.958906591327,"1","1","0","1","1","1","1",10,0,1,1.70474809223843,"11","0","2"
"23574",1032,10.0432494949113,"Ibudareign","Rvk",53,"1","0",55.7,4.32809829264833,"1","0","1","1","1","2","1",10,0,1,1.33500106673234,"100","0","2"
"23575",1031,10.3567264354491,"Ibudareign","Mos",16,"1","0",115.8,4.51633897228148,"1","0","1","1","1","2","1",10,0,1,2.12823170584927,"840","0","2"
"23576",1040,10.9236877478008,"Radhus","Kop",15,"1","0",20,5.07016127341028,"2","1","1","2","1","4","1",10,24,109,-1.8,"350","0","1"
"23577",1038,10.4280681415345,"Ibudareign","Grb",12,"1","1",689.9,4.47506150064107,"1","0","1","1","1","1","1",10,0,340,1.52605630349505,"510","0","2"
"23578",1038,11.2113337673269,"Einbylishus","Rvk",36,"1","0",47.5,5.33753807970132,"2","2","0","2","1","6","2",10,30,1,-1.8,"280","0","1"
"23579",1039,10.4701073266243,"Ibudareign","Rvk",59,"1","0",50.4,4.54648118963941,"1","1","0","1","1","2","1",10,0,62,1.97408102602201,"100","0","2"
"23580",1040,9.91640377780267,"Ibudareign","Rvk",32,"1","1",87.8,3.75887182593397,"1","0","1","1","1","1","1",10,0,69,-1.8,"90","0","2"
"23583",1027,10.461673747662,"Ibudareign","Rvk",29,"1","0",55.8,4.70953020131233,"1","1","1","1","1","3","1",10,20.2,18,2.24070968927596,"120","0","2"
"23584",1031,10.1488230313568,"Ibudareign","Rvk",113,"1","0",34,4.06388535473739,"1","0","1","1","1","1","1",10,0,1,2.07944154167984,"20","0","2"
"23585",1032,10.1806646403428,"Ibudareign","Rvk",61,"1","0",48.7,4.3528552573736,"1","1","0","1","1","1","1",10,0,1,1.25276296849537,"100","0","2"
"23586",1045,10.3537348034162,"Ibudareign","Rvk",76,"1","0",32,4.27388447605418,"1","1","0","1","1","2","1",10,0,1,2.06686275947298,"11","0","2"
"23587",1067,10.3726470756245,"Parhus","Grb",21,"1","0",40,4.56434819146784,"1","1","0","1","1","3","1",10,0,1,-1.8,"700","0","1"
"23588",1075,10.4608150099535,"Ibudareign","Rvk",26,"1","1",91.8,4.49312068217947,"1","0","1","1","1","2","1",10,0,542,1.7404661748405,"150","0","2"
"23589",1041,10.5084044317017,"Ibudareign","Sel",46,"1","0",113,4.73532087045314,"1","1","0","1","1","3","1",10,0,115,2.31253542384721,"400","0","2"
"23590",1033,10.0377124546274,"Ibudareign","Rvk",35,"1","0",62.8,4.05525717351405,"1","1","1","1","1","1","1",10,0,529,-1.8,"210","0","2"
"23591",1041,10.2921455423279,"Ibudareign","Rvk",18,"1","0",184,4.59814557105113,"1","1","0","1","1","2","1",10,0,1,1.90210752639692,"110","0","2"
"23592",1028,10.6907396413979,"Ibudareign","Rvk",71,"1","0",60.5,5.16877799519305,"1","0","1","1","1","3","2",10,0,454,1.38629436111989,"80","2","2"
"23593",1087,10.0580095919723,"Ibudareign","Kop",37,"1","1",127.5,4.57882621064849,"1","1","0","1","1","3","1",10,0,101,-1.8,"320","62","2"
"23594",1033,10.4938542197016,"Ibudareign","Rvk",50,"1","0",41,4.72827238312207,"1","1","0","1","1","3","1",10,22.7,62,1.88706964903238,"281","40","2"
"23595",1047,10.1534288162357,"Ibudareign","Hfj",44,"1","0",73.1,4.68120487226409,"1","1","1","1","1","3","1",10,0,687,1.90210752639692,"600","0","2"
"23596",1035,10.5185110163145,"Ibudareign","Hfj",63,"1","0",39.2,5.03695260241363,"2","1","0","2","1","4","2",10,29.3,1,-1.8,"600","0","1"
"23599",1033,10.4291032617748,"Ibudareign","Rvk",28,"1","1",101.2,4.54009818924438,"1","0","1","1","1","2","1",10,0,559,2.54160199346455,"20","0","2"
"23600",1038,10.3183087555683,"Ibudareign","Rvk",52,"1","0",58,4.30271282795416,"1","1","1","1","1","2","1",10,0,474,1.48160454092422,"72","0","2"
"23601",1034,10.6174172722786,"Ibudareign","Hfj",4,"1","1",187.9,4.8194747886351,"1","1","0","1","1","4","1",10,0,639,1.93152141160321,"680","105","2"
"23602",1039,10.2571680174945,"Ibudareign","Rvk",76,"1","0",48.9,4.10594369806545,"1","0","1","1","1","1","1",10,0,1,2.8094026953625,"90","0","2"
"23603",1034,10.6572828840475,"Ibudareign","Rvk",48,"1","0",71,4.78749174278205,"1","1","1","1","1","4","2",10,0,687,-1.8,"280","0","2"
"23604",1035,10.3914845753621,"Ibudareign","Rvk",92,"1","0",53.6,4.3267781604434,"1","0","1","1","1","2","1",10,0,1,1.90210752639692,"20","0","2"
"23605",1035,11.0711438224962,"Einbylishus","Rvk",50,"1","0",67,5.14749447681345,"1","1","1","2","1","5","2",10,45,1,-1.8,"100","0","1"
"23606",1035,10.3889030563649,"Ibudareign","Rvk",57,"1","0",65.2,4.88507207112091,"3","1","1","1","1","4","1",10,0,615,-1.8,"100","0","2"
"23607",1035,10.7570088641572,"Ibudareign","Rvk",16,"1","0",244.4,5.27709373009641,"2","2","1","2","1","3","2",10,0,619,1.41098697371026,"110","0","2"
"23608",1035,10.5840559508892,"Ibudareign","Hfj",52,"1","0",54.8,4.91412439371541,"2","1","0","1","1","4","1",10,32,591,1.96009478404727,"600","0","1"
"23609",1034,10.3082190582905,"Ibudareign","Kop",49,"1","0",46.5,4.66720557690754,"1","1","0","1","1","3","1",10,0,662,-1.8,"320","0","2"
"23610",1034,10.1796029886164,"Ibudareign","Rvk",38,"1","0",62.8,4.61907309115708,"1","1","0","1","1","2","1",10,0,553,2.02814824729229,"150","0","2"
"23611",1034,10.2389592888238,"Ibudareign","Rvk",30,"1","0",77.9,4.52612697864764,"1","1","0","1","1","2","2",10,0,12,-1.8,"120","0","2"
"23612",1034,10.2676444368226,"Ibudareign","Kop",33,"1","0",64.6,4.5485998344997,"1","1","0","1","1","3","1",10,0,575,-1.8,"300","0","2"
"23613",1038,10.1382829565908,"Ibudareign","Rvk",27,"1","0",165.5,4.41642806139121,"1","1","0","1","1","2","1",10,0,454,1.45861502269952,"130","0","2"
"23614",1035,10.880497019445,"Radhus","Grb",7,"1","0",39.7,4.70772677431318,"1","1","1","1","1","2","1",10,34.3,1,2.58021682959233,"530","0","1"
"23615",1046,10.3392555225743,"Ibudareign","Kop",11,"1","1",94.4,4.67656018207476,"1","1","1","1","1","2","1",10,0,64,2.36085400111802,"351","0","2"
"23616",1034,10.3443519789962,"Ibudareign","Rvk",51,"1","0",56.7,4.75617305952462,"1","1","0","2","1","3","1",10,0,649,1.54756250871601,"91","0","2"
"23617",1049,10.6106855563187,"Radhus","Grb",12,"1","0",35.3,4.68675017298051,"1","0","1","1","1","4","1",10,37.3,1,-1.8,"700","0","1"
"23618",1033,10.4933553836421,"Ibudareign","Kop",30,"1","0",63.3,4.64727136200673,"1","1","0","1","1","3","1",10,24.6,542,-1.8,"330","0","2"
"23619",1033,10.3088193184213,"Ibudareign","Rvk",17,"1","0",68.2,4.52936847257181,"1","1","0","1","1","2","1",9.6,0,575,1.93152141160321,"180","0","2"
"23620",1039,10.2650007731151,"Radhus","Grb",35,"1","0",102.3,4.47049528266149,"2","1","0","1","1","2","1",10,0,1,1.22377543162212,"500","0","1"
"23621",1039,10.3571077025313,"Ibudareign","Rvk",34,"1","0",58,4.64150211523548,"1","1","1","1","1","2","2",10,23.2,51,1.70474809223843,"220","0","2"
"23622",1038,10.3881642538071,"Ibudareign","Rvk",62,"1","0",140.2,4.41400968052693,"1","1","0","1","1","2","1",10,0,389,1.7404661748405,"72","0","2"
"23623",1034,10.267227480597,"Einbylishus","Rvk",17,"1","0",30.7,4.95793750509581,"2","1","0","2","1","3","2",10,0,512,-1.8,"290","0","1"
"23624",1040,10.5308420925461,"Ibudareign","Rvk",71,"1","0",50.6,4.63181211693451,"1","1","0","1","1","2","2",10,0,619,1.64865862558738,"80","0","2"
"23625",1038,10.1420712883382,"Ibudareign","Rvk",35,"1","0",70.7,4.18357569595004,"1","1","0","1","1","1","1",10,0,1,-1.8,"72","0","2"
"23626",1035,10.1920817089129,"Ibudareign","Hfj",50,"1","0",94.6,4.52828914165213,"1","1","0","1","1","2","1",10,0,673,1.94591014905531,"600","0","2"
"23632",1059,10.8320625232435,"Ibudareign","Rvk",82,"1","0",60.3,4.86676492367655,"2","0","1","1","1","3","2",10,0,1,-1.8,"20","0","2"
"23633",1028,10.7780183501621,"Einbylishus","Kop",57,"1","0",36.8,4.88280192258637,"2","1","0","1","1","6","1",10,28.4,1,-1.8,"320","0","1"
"23634",1041,11.1079602319037,"Radhus","Rvk",13,"1","0",31.8,5.16192474164248,"3","1","1","2","1","4","1",10,0,92,-1.8,"20","27","1"
"23635",1035,9.90263719108129,"Ibudareign","Rvk",24,"1","0",62.1,3.93963817246112,"1","1","0","1","1","1","1",10,0,529,-1.8,"130","0","2"
"23636",1033,10.4337333775416,"Ibudareign","Hfj",14,"1","0",96,4.78582368568135,"1","1","0","1","1","3","1",10,0,1,-1.8,"630","0","2"
"23637",1033,10.552081829047,"Ibudareign","Rvk",27,"1","0",48.4,4.66814498514948,"1","1","1","1","1","3","1",10,0,362,-1.8,"72","0","2"
"23638",1067,10.2937036498816,"Ibudareign","Rvk",14,"1","1",74.3,4.46590811865458,"1","1","0","1","1","2","1",10,0,20,2.06686275947298,"180","0","2"
"23639",1033,10.0953055418074,"Ibudareign","Rvk",22,"1","0",76.8,4.40549899085902,"1","0","1","1","1","2","1",10,0,600,1.96009478404727,"130","0","2"
"23640",1040,10.403262340115,"Ibudareign","Kop",25,"1","0",55.3,4.58394654953646,"1","1","0","1","1","3","1",10,0,676,-1.8,"330","0","2"
"23641",1032,10.5457360976625,"Ibudareign","Rvk",15,"1","0",74,4.95088528969048,"1","1","1","1","1","3","1",10,0,134,2.17475172148416,"180","0","2"
"23642",1031,10.7295471842158,"Radhus","Hfj",10,"1","0",25.6,5.22197613329131,"2","1","1","2","1","4","2",9.3,27.3,20,2.16332302566054,"630","0","1"
"23643",1031,9.85487487261543,"Ibudareign","Hfj",52,"1","0",112.3,4.05352256770185,"1","1","0","1","1","1","1",10,0,499,1.62924053973028,"600","0","2"
"23644",1031,11.2099537662961,"Einbylishus","Hfj",16,"1","0",54,5.47730002207648,"2","1","2","2","1","5","2",10,47.2,350,-1.8,"640","0","1"
"23645",1031,10.0855590780749,"Ibudareign","Hfj",12,"1","1",122.1,4.24849524204936,"1","0","1","1","1","1","1",10,0,1,1.79175946922805,"630","0","2"
"23646",1035,10.6786063484612,"Ibudareign","Kop",13,"1","0",45,4.90007610352919,"1","1","0","2","1","3","1",10,0,683,-1.8,"350","0","1"
"23647",1034,10.804055323945,"Radhus","Rvk",38,"1","0",40,5.14283246370764,"2","1","1","2","1","5","2",10,42,676,-1.8,"220","0","1"
"23648",1046,10.2723232538215,"Ibudareign","Rvk",59,"1","0",44,4.52612697864764,"1","1","1","1","1","2","2",10,26,342,-1.8,"100","0","1"
"23649",1039,9.76359310138207,"Ibudareign","Rvk",45,"1","0",61,4.27944004589878,"1","1","0","1","1","2","1",10,0,1,2.37954613413017,"161","0","2"
"23650",1035,10.1846358261369,"Ibudareign","Rvk",23,"1","0",54.2,4.42604352009066,"1","1","0","1","1","3","1",10,0,575,-1.8,"130","0","2"
"23651",1031,10.2571329119145,"Ibudareign","Rvk",46,"1","0",44.6,4.24849524204936,"1","1","0","1","1","1","1",10,0,48,1.52605630349505,"280","0","2"
"23652",1032,10.2468289991624,"Ibudareign","Rvk",89,"1","0",40.1,4.31348009213877,"1","1","0","1","1","2","1",10,0,1,-1.8,"25","0","2"
"23653",1031,11.0694936571052,"Radhus","Rvk",47,"1","0",53,4.91705694713669,"1","1","0","1","1","4","2",10,0,1,-1.8,"280","0","1"
"23654",1031,11.1593457259388,"Radhus","Rvk",47,"1","0",30,5.26888855585722,"2","1","1","2","1","5","2",10,0,31,-1.8,"280","0","1"
"23655",1039,10.7869657946637,"Ibudareign","Rvk",69,"1","0",49.3,4.86445278391817,"1","1","0","2","1","4","1",10,22.2,430,-1.8,"100","0","2"
"23660",1034,10.5943070260869,"Ibudareign","Kop",30,"1","0",76.5,4.81218435537242,"1","1","0","1","1","3","2",10,28.3,1,-1.8,"330","0","2"
"23661",1026,10.2066245795428,"Ibudareign","Kop",25,"1","0",55.3,4.42962561347316,"1","1","0","1","1","2","1",10,0,580,-1.8,"330","0","2"
"23662",1034,10.1200494924848,"Ibudareign","Rvk",70,"1","0",46.4,3.98154906807676,"1","1","0","1","1","2","1",10,0,1,-1.8,"90","0","2"
"23663",1033,10.6446150456146,"Radhus","Rvk",25,"1","0",40.9,5.17953383055807,"2","0","1","2","1","2","1",10,22.2,416,-1.8,"220","0","1"
"23664",1031,10.8501910908185,"Einbylishus","Grb",45,"1","0",71,4.92652878479926,"1","1","1","1","1","4","2",10,57.6,1,-1.8,"500","0","1"
"23665",1046,10.4808309873524,"Ibudareign","Kop",4,"1","1",107.4,4.66814498514948,"1","1","1","1","1","3","1",10,0,1,2.17475172148416,"351","0","2"
"23666",1039,10.7947886277067,"Radhus","Grb",43,"1","0",48.9,5.09375020080676,"2","1","1","1","1","6","1",10,37,1,-1.8,"500","0","1"
"23667",1032,9.9865871217057,"Ibudareign","Rvk",31,"1","0",56.5,4.16044436392662,"1","1","0","1","1","1","1",10,0,437,-1.8,"120","0","2"
"23671",1031,10.5694690650233,"Ibudareign","Grb",3,"1","1",257.4,4.40915530206213,"1","0","1","1","1","2","1",10,0,542,2.10413415427021,"500","59","2"
"23672",1031,10.0304285259773,"Ibudareign","Rvk",44,"1","0",46.5,4.64727136200673,"1","1","0","1","1","3","1",10,0,1,1.50407739677627,"161","0","2"
"23673",1039,10.3729597906186,"Ibudareign","Rvk",53,"1","0",142,4.74319148388547,"1","1","0","1","1","3","1",10,0,664,1.94591014905531,"90","17","2"
"23675",1034,10.3132766321243,"Ibudareign","Kop",26,"1","0",57.3,4.61015772749913,"1","1","1","1","1","2","1",10,0,1,-1.8,"330","0","2"
"23676",1041,10.8790466928673,"Parhus","Kop",19,"1","0",47.6,5.07329705522097,"2","0","1","1","1","5","1",10,26.5,619,3.76584049525006,"340","0","1"
"23677",1032,10.5441301791139,"Ibudareign","Mos",37,"1","0",54.8,5.00996840510855,"1","1","1","1","1","4","2",10,33,263,-1.8,"810","0","1"
"23678",1041,10.1635029066262,"Ibudareign","Hfj",14,"1","1",148,4.45318382899021,"1","1","1","1","1","1","1",10,0,12,2.06686275947298,"630","0","2"
"23679",1033,10.3207165275645,"Ibudareign","Grb",14,"1","0",92.8,4.76046307039413,"1","1","0","1","1","3","1",10,0,653,-1.8,"700","0","2"
"23680",1031,10.1031167967853,"Ibudareign","Rvk",60,"1","0",46,4.32941668440158,"1","1","0","1","1","2","1",10,0,407,0.955511445027436,"100","0","2"
"23681",1033,10.4344098780012,"Ibudareign","Rvk",12,"1","0",160.7,4.671893818031,"1","1","0","1","1","3","1",10,0,687,2.4932054526027,"270","0","2"
"23682",1032,10.7800806575517,"Ibudareign","Kop",4,"1","1",162.4,4.84811636459848,"1","0","1","2","1","2","1",10,0,202,1.97408102602201,"300","104","2"
"23683",1055,10.1988773440561,"Ibudareign","Kop",12,"1","0",85,4.4224485491728,"1","0","1","1","1","2","1",10,0,75,2.19722457733622,"350","0","2"
"23684",1032,10.0695526868106,"Ibudareign","Rvk",44,"1","1",116,4.37071287477361,"1","1","1","1","1","2","1",10,0,154,-1.8,"160","0","2"
"23685",1028,10.4820933127231,"Ibudareign","Rvk",25,"1","0",72,4.82189316949938,"1","1","1","1","1","3","1",10,23.5,96,-1.8,"130","0","2"
"23686",1034,10.4318485293912,"Ibudareign","Rvk",31,"1","1",103.8,4.71492104994721,"1","1","0","1","1","3","2",10,23.5,625,-1.8,"120","0","2"
"23687",1049,10.7784978514899,"Parhus","Rvk",22,"1","0",40.6,5.13108144717212,"2","1","1","2","1","5","2",10,23.6,36,-1.8,"220","0","1"
"23688",1052,10.0819265820659,"Ibudareign","Rvk",44,"1","0",31.2,4.64727136200673,"1","1","0","1","1","3","1",10,20.9,1,1.56861591791385,"161","0","2"
"23689",1032,10.4605572447762,"Ibudareign","Hfj",10,"1","1",307.3,4.671893818031,"1","1","1","1","1","2","1",10,0,39,1.94591014905531,"600","18","2"
"23690",1045,10.5100959716788,"Ibudareign","Kop",11,"1","1",166.1,4.7361984483945,"1","1","1","1","1","3","1",10,0,1,2.9704144655697,"351","0","2"
"23691",1069,10.6029646567909,"Ibudareign","Kop",5,"1","1",270.6,4.62497281328427,"1","1","0","1","1","3","1",10,0,218,1.90210752639692,"340","0","2"
"23695",1027,10.8832224569668,"Ibudareign","Kop",30,"1","0",49.1,5.22789490225149,"2","1","1","2","1","5","2",10,29.1,67,-1.8,"330","0","1"
"23696",1026,10.8774621157498,"Einbylishus","Kop",61,"1","0",55,5.14049328135447,"2","1","0","1","1","4","2",10,36.2,536,-1.8,"320","0","1"
"23697",1027,11.0709260321341,"Radhus","Grb",11,"1","0",25,5.27248660651351,"2","1","1","2","1","3","1",10,28.2,455,-1.8,"511","0","1"
"23698",1025,11.390124862352,"Radhus","Rvk",35,"1","0",57.7,5.85793315448346,"3","1","2","2","1","6","2",10,25.5,140,-1.8,"80","0","1"
"23699",1025,10.661813674121,"Ibudareign","Rvk",64,"1","0",39,4.68490515400694,"1","1","1","1","1","4","1",10,0,267,-1.8,"70","0","2"
"23700",1034,9.96988372217581,"Ibudareign","Rvk",55,"1","0",161.8,4.08933202039856,"1","1","0","1","1","1","1",10,0,595,1.19392246847243,"100","1","2"
"23701",1038,10.6245659980248,"Ibudareign","Rvk",25,"1","0",44,4.68675017298051,"1","1","0","1","1","3","1",10,0,1,-1.8,"72","0","1"
"23702",1025,10.2303422600624,"Ibudareign","Rvk",92,"1","0",24,4.1174098351531,"1","1","0","1","1","2","1",10,0,683,0.693147180559945,"20","0","2"
"23703",1045,10.294583246677,"Ibudareign","Rvk",11,"1","1",194.4,4.49088103958596,"1","1","0","1","1","2","1",10,0,600,2.15176220325946,"270","0","2"
"23704",1105,10.857035532766,"Radhus","Rvk",46,"1","0",29,5.15732967324706,"2","1","1","2","1","5","1",10,42.4,13,-1.8,"280","0","1"
"23705",1032,10.7104989892451,"Ibudareign","Rvk",40,"1","0",67.4,4.93878119032827,"1","1","1","1","1","4","2",10,44.9,122,3.11351530921037,"150","14","1"
"23708",1035,10.0199363651794,"Ibudareign","Rvk",37,"1","0",51,3.96651119071222,"1","1","0","1","1","1","1",10,0,580,1.41098697371026,"20","0","2"
"23709",1027,10.3322459206136,"Ibudareign","Rvk",56,"1","1",107.6,4.61412992735956,"1","1","0","1","1","3","1",10,0,82,0.955511445027436,"100","0","2"
"23710",1025,10.3509259921217,"Ibudareign","Rvk",72,"1","0",60,4.45085282560373,"1","1","0","1","1","2","1",10,0,278,1.66770682055808,"80","0","2"
"23711",1032,10.8174956812527,"Radhus","Hfj",16,"1","0",47.2,5.09925648574978,"2","1","0","2","1","3","1",10,27.5,1,-1.8,"640","0","1"
"23712",1028,10.5713169251118,"Ibudareign","Hfj",11,"1","1",220.7,4.62399194022868,"1","1","1","1","1","2","1",10,0,294,2.05412373369555,"600","18","2"
"23720",1026,10.5257829921241,"Ibudareign","Rvk",27,"1","0",65.6,4.9330340480727,"2","1","0","2","1","4","2",10,0,17,1.88706964903238,"130","0","2"
"23721",1026,10.6430411059102,"Ibudareign","Rvk",67,"1","0",44,4.66720557690754,"1","1","0","1","1","2","2",10,25.1,499,1.02961941718116,"70","54","2"
"23722",1025,10.618542985145,"Ibudareign","Kop",20,"1","0",51.4,4.7518645651389,"1","1","1","1","1","3","1",10,0,1,1.88706964903238,"340","23","2"
"23723",1038,10.4029589604634,"Ibudareign","Rvk",16,"1","1",132.6,4.70592008908823,"1","1","0","1","1","2","1",10,0,466,-1.8,"110","0","2"
"23724",1075,10.3306163002803,"Ibudareign","Rvk",70,"1","0",33.8,4.4414740933173,"2","0","1","1","1","3","2",10,32.8,1,0.8754687373539,"100","0","1"
"23725",1028,10.2814444212277,"Ibudareign","Hfj",10,"1","1",311.8,4.4414740933173,"1","1","0","1","1","2","1",10,0,575,1.98787434815435,"680","105","2"
"23726",1031,10.9106239677099,"Radhus","Kop",18,"1","0",41.6,5.01794186927869,"2","1","1","2","1","4","2",10,26.8,559,3.16547504814109,"340","0","1"
"23727",1021,9.6616707359563,"Ibudareign","Rvk",42,"1","1",157,3.77734810210154,"1","1","0","1","1","1","1",10,0,559,1.64865862558738,"160","0","2"
"23728",1054,10.511321912742,"Ibudareign","Hfj",4,"1","1",135,4.65965837127216,"1","0","1","1","1","2","1",10,0,376,2.14006616349627,"600","0","2"
"23729",1024,10.8139412822097,"Radhus","Mos",29,"1","0",39.9,5.02453819926525,"2","0","1","1","1","4","1",10,33.2,1,-1.8,"810","0","1"
"23730",1033,10.0530276198057,"Ibudareign","Rvk",29,"1","1",145.5,4.20618404397764,"1","0","1","1","1","1","1",10,0,1,2.09186406167839,"25","0","2"
"23731",1034,11.0335662080004,"Ibudareign","Rvk",61,"1","0",55.9,5.2252088947274,"2","1","1","2","1","5","2",10,0,106,1.16315080980568,"72","0","1"
"23732",1034,10.3744906821149,"Ibudareign","Rvk",56,"1","0",49.9,4.57057874121847,"1","1","0","1","1","2","1",10,0,1,-1.8,"100","0","2"
"23733",1028,10.4234116592874,"Ibudareign","Rvk",61,"1","0",62.3,4.56121829845891,"1","1","0","1","1","2","2",10,0,369,-1.8,"80","0","2"
"23734",1028,10.4878238272379,"Ibudareign","Hfj",11,"1","1",52.5,4.68951133442184,"1","1","1","1","1","2","1",10,0,1,2.27212588550934,"600","0","2"
"23735",1038,10.6078219224866,"Ibudareign","Grb",14,"1","1",281.5,4.68951133442184,"1","1","0","1","1","3","1",10,0,1,2.21920348405499,"510","0","2"
"23736",1028,10.3383820046683,"Ibudareign","Rvk",49,"1","0",51,4.37575702166029,"1","1","1","1","1","2","1",10,0,72,-1.8,"280","0","2"
"23737",1025,10.0813408079905,"Ibudareign","Kop",30,"1","0",67.5,4.19720194766181,"1","1","0","1","1","1","1",10,0,524,-1.8,"330","0","2"
"23738",1040,10.1775143141649,"Ibudareign","Rvk",51,"1","0",58.4,4.51085950651685,"1","1","0","1","1","3","1",10,0,13,1.52605630349505,"200","0","2"
"23739",1021,10.2212865238917,"Ibudareign","Rvk",22,"1","0",99.4,4.4224485491728,"1","1","0","1","1","2","1",10,0,600,1.09861228866811,"130","0","2"
"23740",1021,10.3383172692742,"Ibudareign","Rvk",17,"1","0",87.2,4.56121829845891,"1","1","0","1","1","3","1",10,0,595,2.19722457733622,"130","0","2"
"23741",1028,10.8580369965274,"Ibudareign","Rvk",61,"1","0",51.9,4.85981240436167,"1","1","0","2","1","2","2",10,24.5,28,3.13549421592915,"80","0","2"
"23742",1028,10.5298804255827,"Ibudareign","Grb",18,"1","0",74.9,4.65681341913993,"1","1","1","1","1","2","1",10,0,28,1.88706964903238,"520","0","2"
